Datos 1:Tiempo(s),Datos 1:Potencial(V),Datos 1:Campo magnético X(mT),Datos 1:Campo magnético Y(mT),Datos 1:Campo magnético Z(mT),Datos 1:Luminancia(lux),Datos 1:Intensidad UV,Datos 1:615 nm,Datos 1:525 nm,Datos 1:465 nm
0,-0.0067195892333984375,-0.021817499771714211,0.031424999237060547,0.010939503088593483,24.463142395019531,0,0,3.9671089649200439,17.075481414794922
0.050000000000000003,-0.0060100555419921875,-0.021667499095201492,0.03097500279545784,0.0094395028427243233,24.264255523681641,0,0,3.9671089649200439,17.075481414794922
0.10000000000000001,-0.0067195892333984375,-0.02106749638915062,0.031125003471970558,0.0089895026758313179,24.264255523681641,0,0,3.9671089649200439,17.075481414794922
0.14999999999999999,-0.0074291229248046875,-0.021367499604821205,0.03097500279545784,0.0088395029306411743,24.264255523681641,0,0,3.9671089649200439,17.075481414794922
0.20000000000000001,-0.0074291229248046875,-0.021217498928308487,0.031424999237060547,0.0092895030975341797,24.264255523681641,0,0,3.7867856025695801,18.921478271484375
0.25,-0.0067195892333984375,-0.022117499262094498,0.03097500279545784,0.0095895035192370415,24.264255523681641,0,0,3.7867856025695801,18.921478271484375
0.29999999999999999,-0.0067195892333984375,-0.02106749638915062,0.031125003471970558,0.010789503343403339,24.264255523681641,0,0,3.9671089649200439,17.075481414794922
0.34999999999999998,-0.0067195892333984375,-0.021817499771714211,0.031424999237060547,0.01018950343132019,24.065366744995117,0,0,3.9671089649200439,17.075481414794922
0.40000000000000002,-0.0067195892333984375,-0.021517496556043625,0.031725000590085983,0.010939503088593483,24.065366744995117,0,0,3.7867856025695801,18.921478271484375
0.45000000000000001,-0.0067195892333984375,-0.021217498928308487,0.030825000256299973,0.010039503686130047,24.065366744995117,0,0,3.7867856025695801,18.921478271484375
0.5,-0.0067195892333984375,-0.0209174994379282,0.030674999579787254,0.0094395028427243233,24.065366744995117,0,0,3.9671089649200439,17.075481414794922
0.55000000000000004,-0.0067195892333984375,-0.021517496556043625,0.030674999579787254,0.0086895031854510307,24.065366744995117,0,0,3.9671089649200439,17.075481414794922
0.59999999999999998,-0.0067195892333984375,-0.02106749638915062,0.030825000256299973,0.0088395029306411743,24.065366744995117,0,0,3.9671089649200439,17.075481414794922
0.65000000000000002,-0.0067195892333984375,-0.02106749638915062,0.031125003471970558,0.0091395033523440361,23.866479873657227,0,0,3.9671089649200439,17.075481414794922
0.69999999999999996,-0.0067195892333984375,-0.02106749638915062,0.030525002628564835,0.0091395033523440361,23.866479873657227,0,0,3.7867856025695801,18.921478271484375
0.75,-0.0074291229248046875,-0.021817499771714211,0.031125003471970558,0.010039503686130047,23.866479873657227,0,0,3.7867856025695801,18.921478271484375
0.80000000000000004,-0.0067195892333984375,-0.021667499095201492,0.03097500279545784,0.0092895030975341797,23.866479873657227,0,0,3.9671089649200439,17.075481414794922
0.84999999999999998,-0.0067195892333984375,-0.021217498928308487,0.031725000590085983,0.0092895030975341797,23.667593002319336,0,0,3.9671089649200439,17.075481414794922
0.90000000000000002,-0.0067195892333984375,-0.021367499604821205,0.031424999237060547,0.0098895030096173286,23.667593002319336,0,0,3.7867856025695801,18.921478271484375
0.94999999999999996,-0.0067195892333984375,-0.02106749638915062,0.030674999579787254,0.010039503686130047,23.667593002319336,0,0,3.7867856025695801,18.921478271484375
1,-0.0067195892333984375,-0.021367499604821205,0.031875003129243851,0.0097395032644271851,23.667593002319336,0,0,3.9671089649200439,17.075481414794922
1.05,-0.0067195892333984375,-0.021367499604821205,0.031424999237060547,0.010639503598213196,23.468706130981445,0,0,3.9671089649200439,17.075481414794922
1.1000000000000001,-0.0067195892333984375,-0.021667499095201492,0.031424999237060547,0.0088395029306411743,23.468706130981445,0,0,3.7867856025695801,18.921478271484375
1.1499999999999999,-0.0067195892333984375,-0.021667499095201492,0.03097500279545784,0.0095895035192370415,23.468706130981445,0,0,3.7867856025695801,18.921478271484375
1.2,-0.0074291229248046875,-0.022117499262094498,0.030674999579787254,0.0086895031854510307,23.468706130981445,0,0,3.9671089649200439,17.075481414794922
1.25,-0.0060100555419921875,-0.020767498761415482,0.030825000256299973,0.0083895027637481689,23.468706130981445,0,0,3.9671089649200439,17.075481414794922
1.3,-0.0067195892333984375,-0.02106749638915062,0.031275000423192978,0.0094395028427243233,23.269817352294922,0,0,3.9671089649200439,17.075481414794922
